codigo,nombre,modelo_aplicable,categoria,precio_publico,precio_distribuidor,stock_minimo,stock_maximo
EM004002,Barra de Bateria,FAMILY Q PLUS,REFACCION,85,60,2,10
EM004003,Tapon para Rin,FAMILY Q PLUS,REFACCION,171,120,2,10
EM004004,Rin Delantero,FAMILY Q PLUS,REFACCION,643,450,2,10
EM004005,Rin Trasero,FAMILY Q PLUS,REFACCION,571,400,2,10
EM004008,Balata Delantera,FAMILY Q PLUS,REFACCION,300,210,2,10
EM004009,Valvula de Aire,FAMILY Q PLUS,REFACCION,35,25,2,10
EM004012,Alarma,FAMILY Q PLUS,REFACCION,300,210,2,10
EM004013,Para Sistema de,FAMILY Q PLUS,REFACCION,21,15,2,10
EM004015,Tapete de Baterias,FAMILY Q PLUS,REFACCION,85,60,2,10
EM004018,Puerto de Carga,FAMILY Q PLUS,REFACCION,100,70,2,10
EM004019,Cable de Bateria,FAMILY Q PLUS,REFACCION,30,21,2,10
EM004021,Espaciador,FAMILY Q PLUS,REFACCION,8,6,2,10
EM004023,Presión (Kit de,FAMILY Q PLUS,REFACCION,175,123,2,10
EM004025,Pantalla,FAMILY Q PLUS,REFACCION,706,494,2,10
EM004026,Faro,FAMILY Q PLUS,REFACCION,316,221,2,10
EM004027,Base de Faro,FAMILY Q PLUS,REFACCION,395,277,2,10
EM004033,Acelerador,FAMILY Q PLUS,REFACCION,500,350,2,10
EM004034,Mango Izquierdo,FAMILY Q PLUS,REFACCION,50,35,2,10
EM004038,Claxón,FAMILY Q PLUS,REFACCION,88,62,2,10
EM004039,Espejo Derecho,FAMILY Q PLUS,REFACCION,100,70,2,10
EM004040,Espejo Izquierdo,FAMILY Q PLUS,REFACCION,100,70,2,10
EM004048,Tapón de Laterales,FAMILY Q PLUS,REFACCION,5,4,2,10
EM004051,Caja de ECU,FAMILY Q PLUS,REFACCION,138,96,2,10
EM004053,Antideslizante del,FAMILY Q PLUS,REFACCION,110,77,2,10
EM004065,Abrazadera Tipo U,FAMILY Q PLUS,REFACCION,20,14,2,10
EM004068,Cubierta de Cable,FAMILY Q PLUS,REFACCION,12,8,2,10
EM004069,Canasta,FAMILY Q PLUS,REFACCION,425,298,2,10
EM004070,Tapa de Canasta,FAMILY Q PLUS,REFACCION,95,66,2,10
EM004077,Diferencial,FAMILY Q PLUS,REFACCION,2040,1428,2,10
EM004081,Manubrio,FAMILY Q PLUS,REFACCION,360,252,2,10
EM004082,Tubo de Dirección,FAMILY Q PLUS,REFACCION,200,140,2,10
EM004097,Chasis,FAMILY Q PLUS,REFACCION,4000,2800,2,10
EM004098,Tijera,FAMILY Q PLUS,REFACCION,1285,900,2,10
EM004101,Piso Central,FAMILY Q PLUS,REFACCION,1542,1079,2,10
EM004103,Puerto de Carga,FAMILY Q PLUS,REFACCION,100,70,2,10
EM004105,Arnes,FAMILY Q PLUS,REFACCION,600,420,2,10
EM004106,Cableado Interno,FAMILY Q PLUS,REFACCION,90,63,2,10
EM004107,Arnes de Bateria,FAMILY Q PLUS,REFACCION,180,126,2,10
EM004118,Amortiguador,FAMILY Q PLUS,REFACCION,230,161,2,10
EM004119,Lodera Delantera,FAMILY Q PLUS,REFACCION,710,497,2,10
EM004123,Chicote Delantero,FAMILY Q PLUS,REFACCION,140,98,2,10
EM004124,Chicote Trasero,FAMILY Q PLUS,REFACCION,170,119,2,10
EM004125,Tornillos,FAMILY Q PLUS,REFACCION,670,469,2,10
EM004127,Trasero de las,FAMILY Q PLUS,REFACCION,605,424,2,10
EM004154,Caja de Herramientas,FAMILY Q PLUS,REFACCION,126,88,2,10
EM004160,Cubierta de Numero,FAMILY Q PLUS,REFACCION,30,21,2,10
EM004165,Eje de Freno,FAMILY Q PLUS,REFACCION,220,154,2,10
EM004199,Asiento para Niños,FAMILY Q PLUS,REFACCION,238,166,2,10
EM004251,Freno de Pie,FAMILY Q PLUS,REFACCION,213,149,2,10
EM004252,Cubierta del Cuello,FAMILY Q PLUS,REFACCION,40,28,2,10
EM004256,Bocina Bluetooth,FAMILY Q PLUS,REFACCION,840,588,2,10
EM004257,Delantero,FAMILY Q PLUS,REFACCION,289,202,2,10
GALAXY-001,Motor,GALAXY,REFACCION,1908,1336,2,10
GALAXY-002,Tapa Extremo Motor,GALAXY,REFACCION,400,280,2,10
GALAXY-003,Circlip del Motor,GALAXY,REFACCION,20,14,2,10
GALAXY-004,Rin Delantero,GALAXY,REFACCION,440,308,2,10
GALAXY-005,Llantas,GALAXY,REFACCION,480,336,2,10
GALAXY-006,Estrella de Motor,GALAXY,REFACCION,200,140,2,10
GALAXY-007,Freno de Balata (Delantera),GALAXY,REFACCION,277,194,2,10
GALAXY-008,Freno de Balata (Trasera),GALAXY,REFACCION,300,210,2,10
GALAXY-010,Valvula de Aire,GALAXY,REFACCION,50,35,2,10
GALAXY-011,Eje de Llanta Delantera,GALAXY,REFACCION,70,49,2,10
GALAXY-012,Reflector Delantero,GALAXY,REFACCION,14,10,2,10
GALAXY-013,Reflector de Salpicadera,GALAXY,REFACCION,12,8,2,10
GALAXY-015,Alarma,GALAXY,REFACCION,210,147,2,10
GALAXY-016,Switch de Encendido,GALAXY,REFACCION,148,104,2,10
GALAXY-018,Baleros de Pedales,GALAXY,REFACCION,80,56,2,10
GALAXY-019,Eje de Pedales,GALAXY,REFACCION,165,116,2,10
GALAXY-020,Brazos de Pedal,GALAXY,REFACCION,100,70,2,10
GALAXY-021,Cadena,GALAXY,REFACCION,102,71,2,10
GALAXY-022,Espejos Retrovisores,GALAXY,REFACCION,200,140,2,10
GALAXY-023,Parador Lateral,GALAXY,REFACCION,105,74,2,10
GALAXY-024,Pedales,GALAXY,REFACCION,116,81,2,10
GALAXY-025,Reposapies Retractil,GALAXY,REFACCION,12,8,2,10
GALAXY-026,Estrella del Eje Central,GALAXY,REFACCION,720,504,2,10
GALAXY-027,Claxon,GALAXY,REFACCION,210,147,2,10
GALAXY-028,Manubrio,GALAXY,REFACCION,130,91,2,10
GALAXY-029,Acelerador,GALAXY,REFACCION,148,104,2,10
GALAXY-030,Mango Izquierdo,GALAXY,REFACCION,80,56,2,10
GALAXY-032,Tubo de Dirección,GALAXY,REFACCION,100,70,2,10
GALAXY-033,Mando Izquierdo,GALAXY,REFACCION,102,71,2,10
GALAXY-034,Plastico para Eje Frontal,GALAXY,REFACCION,200,140,2,10
GALAXY-035,Pantalla,GALAXY,REFACCION,105,74,2,10
GALAXY-036,Cubre Cables,GALAXY,REFACCION,116,81,2,10
GALAXY-037,Chicote Delantero,GALAXY,REFACCION,108,76,2,10
GALAXY-038,Chicote Trasero,GALAXY,REFACCION,148,104,2,10
GALAXY-039,Protector de Cableado,GALAXY,REFACCION,11,8,2,10
GALAXY-040,Cubierta de Respaldo,GALAXY,REFACCION,201,141,2,10
GALAXY-041,Estante de Respaldo,GALAXY,REFACCION,90,63,2,10
GALAXY-042,Caballete,GALAXY,REFACCION,220,154,2,10
GALAXY-043,Faro,GALAXY,REFACCION,281,196,2,10
GALAXY-044,Amortiguador,GALAXY,REFACCION,281,196,2,10
GALAXY-045,Canasta,GALAXY,REFACCION,345,242,2,10
GALAXY-046,Visagra de Canasta,GALAXY,REFACCION,20,14,2,10
GALAXY-047,Centro de Carga,GALAXY,REFACCION,100,70,2,10
GALAXY-048,Tapa de Canasta,GALAXY,REFACCION,90,63,2,10
GALAXY-049,Plastico de Canasta,GALAXY,REFACCION,108,76,2,10
GALAXY-050,Chasis,GALAXY,REFACCION,148,104,2,10
GALAXY-051,Tijera,GALAXY,REFACCION,11,8,2,10
GALAXY-052,Arnes,GALAXY,REFACCION,201,141,2,10
GALAXY-053,Arnes de Bateria,GALAXY,REFACCION,90,63,2,10
GALAXY-054,Asiento Principal,GALAXY,REFACCION,220,154,2,10
GALAXY-055,Calabera,GALAXY,REFACCION,281,196,2,10
GALAXY-056,Piso,GALAXY,REFACCION,281,196,2,10
GALAXY-057,Reposapies Traseros,GALAXY,REFACCION,345,242,2,10
GALAXY-058,Asiento Trasero,GALAXY,REFACCION,20,14,2,10
GALAXY-059,Respaldo de Asiento,GALAXY,REFACCION,100,70,2,10
GALAXY-060,Salpicadera Delantera,GALAXY,REFACCION,90,63,2,10
GALAXY-061,Salpicadera Trasera,GALAXY,REFACCION,132,92,2,10
GALAXY-062,Soporte de Placa,GALAXY,REFACCION,18,13,2,10
GALAXY-064,Protector de Pantalla,GALAXY,REFACCION,66,46,2,10
GALAXY-066,Caja para Cableado,GALAXY,REFACCION,66,46,2,10
GALAXY-067,Tapa Cubre Numero de Serie,GALAXY,REFACCION,20,14,2,10
GALAXY-068,Cubierta Interior Delantera,GALAXY,REFACCION,264,185,2,10
GALAXY-069,Tapones de Plastico,GALAXY,REFACCION,8,6,2,10
GALAXY-070,Caja de ECU,GALAXY,REFACCION,126,88,2,10
GALAXY-071,Tapa para Caja de ECU,GALAXY,REFACCION,90,63,2,10
GALAXY-074,Cubierta Frontal de Faro,GALAXY,REFACCION,450,315,2,10
GALAXY-075,Caja de Baterias,GALAXY,REFACCION,140,98,2,10
GALAXY-077,Cubierta Inerior de Faro,GALAXY,REFACCION,123,86,2,10
GALAXY-079,Facia,GALAXY,REFACCION,175,123,2,10
GALAXY PLUS-001,Motor,GALAXY PLUS,REFACCION,2772,1940,2,10
GALAXY PLUS-002,Tapa Extrena Motor,GALAXY PLUS,REFACCION,400,280,2,10
GALAXY PLUS-003,Circlip del Motor,GALAXY PLUS,REFACCION,20,14,2,10
GALAXY PLUS-004,Rin Delantero,GALAXY PLUS,REFACCION,885,620,2,10
GALAXY PLUS-005,Llantas,GALAXY PLUS,REFACCION,500,350,2,10
GALAXY PLUS-006,Estrella de Motor,GALAXY PLUS,REFACCION,200,140,2,10
GALAXY PLUS-007,Freno de Disco (Completo),GALAXY PLUS,REFACCION,900,630,2,10
GALAXY PLUS-008,Freno de Tambor,GALAXY PLUS,REFACCION,300,210,2,10
GALAXY PLUS-009,Bloque de Elevación de Freno,GALAXY PLUS,REFACCION,50,35,2,10
GALAXY PLUS-010,Zapata de Freno Delantero,GALAXY PLUS,REFACCION,60,42,2,10
GALAXY PLUS-011,Zapata de Freno Trasero,GALAXY PLUS,REFACCION,50,35,2,10
GALAXY PLUS-012,Eje de Llanta Delantera,GALAXY PLUS,REFACCION,140,98,2,10
GALAXY PLUS-013,Reflector de Tijera,GALAXY PLUS,REFACCION,14,10,2,10
GALAXY PLUS-014,Refrector de Salpicadera,GALAXY PLUS,REFACCION,12,8,2,10
GALAXY PLUS-016,Alarma,GALAXY PLUS,REFACCION,210,147,2,10
GALAXY PLUS-017,Switch de Encendido,GALAXY PLUS,REFACCION,148,104,2,10
GALAXY PLUS-019,Baleros de Pedales,GALAXY PLUS,REFACCION,80,56,2,10
GALAXY PLUS-020,Eje de Pedales,GALAXY PLUS,REFACCION,165,116,2,10
GALAXY PLUS-021,Brazos de Pedales,GALAXY PLUS,REFACCION,120,84,2,10
GALAXY PLUS-022,Cadena,GALAXY PLUS,REFACCION,105,74,2,10
GALAXY PLUS-023,Espejos Retrovisores,GALAXY PLUS,REFACCION,200,140,2,10
GALAXY PLUS-024,Parador Lateral,GALAXY PLUS,REFACCION,145,102,2,10
GALAXY PLUS-025,Pedales,GALAXY PLUS,REFACCION,116,81,2,10
GALAXY PLUS-026,Reposapies Retactil,GALAXY PLUS,REFACCION,186,130,2,10
GALAXY PLUS-027,Estrella de Eje de Pedales,GALAXY PLUS,REFACCION,78,55,2,10
GALAXY PLUS-028,Claxon,GALAXY PLUS,REFACCION,136,95,2,10
GALAXY PLUS-029,Manubrio,GALAXY PLUS,REFACCION,225,158,2,10
GALAXY PLUS-030,Acelerador,GALAXY PLUS,REFACCION,275,193,2,10
GALAXY PLUS-031,Mango Izquierdo,GALAXY PLUS,REFACCION,50,35,2,10
GALAXY PLUS-033,Tubo de Dirección,GALAXY PLUS,REFACCION,225,158,2,10
GALAXY PLUS-034,Controles,GALAXY PLUS,REFACCION,163,114,2,10
GALAXY PLUS-035,Espaciador de Eje Delantero,GALAXY PLUS,REFACCION,4,3,2,10
GALAXY PLUS-036,Pantalla,GALAXY PLUS,REFACCION,390,273,2,10
GALAXY PLUS-037,Cubre Cables,GALAXY PLUS,REFACCION,22,15,2,10
GALAXY PLUS-038,Chicote de Freno Trasero,GALAXY PLUS,REFACCION,148,104,2,10
GALAXY PLUS-040,Cubierta de Respaldo,GALAXY PLUS,REFACCION,201,141,2,10
GALAXY PLUS-041,Estante de Respaldo,GALAXY PLUS,REFACCION,90,63,2,10
GALAXY PLUS-042,Caballete,GALAXY PLUS,REFACCION,220,154,2,10
GALAXY PLUS-044,Faro,GALAXY PLUS,REFACCION,285,200,2,10
GALAXY PLUS-045,Direccionales Traseras,GALAXY PLUS,REFACCION,65,46,2,10
GALAXY PLUS-046,Amortiguadores,GALAXY PLUS,REFACCION,300,210,2,10
GALAXY PLUS-047,Canasta,GALAXY PLUS,REFACCION,390,273,2,10
GALAXY PLUS-048,Visagra de Canasta,GALAXY PLUS,REFACCION,20,14,2,10
GALAXY PLUS-051,Plastico Inferior de Canasta,GALAXY PLUS,REFACCION,40,28,2,10
GALAXY PLUS-052,Chasis,GALAXY PLUS,REFACCION,3375,2363,2,10
GALAXY PLUS-053,Tijera,GALAXY PLUS,REFACCION,1215,851,2,10
GALAXY PLUS-054,Arnes,GALAXY PLUS,REFACCION,475,333,2,10
GALAXY PLUS-055,Arnes de Bateria,GALAXY PLUS,REFACCION,275,193,2,10
GALAXY PLUS-056,Asiento Principal,GALAXY PLUS,REFACCION,300,210,2,10
GALAXY PLUS-059,Calabera,GALAXY PLUS,REFACCION,275,193,2,10
GALAXY PLUS-060,Piso,GALAXY PLUS,REFACCION,300,210,2,10
GALAXY PLUS-061,Asiento Trasero,GALAXY PLUS,REFACCION,200,140,2,10
GALAXY PLUS-062,Respaldo Trasero,GALAXY PLUS,REFACCION,125,88,2,10
GALAXY PLUS-063,Barra de Baterias,GALAXY PLUS,REFACCION,90,63,2,10
GALAXY PLUS-064,Salpicadera Delantera,GALAXY PLUS,REFACCION,300,210,2,10
GALAXY PLUS-065,Salpicadera Trasera,GALAXY PLUS,REFACCION,270,189,2,10
GALAXY PLUS-067,Gancho,GALAXY PLUS,REFACCION,48,34,2,10
GALAXY PLUS-068,Protector de Pantalla,GALAXY PLUS,REFACCION,66,46,2,10
GALAXY PLUS-070,Canasta de Herramientas,GALAXY PLUS,REFACCION,120,84,2,10
GALAXY PLUS-071,Cubierta de Numero,GALAXY PLUS,REFACCION,36,25,2,10
GALAXY PLUS-072,Cubierta Interior Delantera,GALAXY PLUS,REFACCION,423,296,2,10
GALAXY PLUS-073,Facia,GALAXY PLUS,REFACCION,270,189,2,10
GALAXY PLUS-074,Tapa para Conector USB,GALAXY PLUS,REFACCION,4,3,2,10
GALAXY PLUS-075,Caja de ECU,GALAXY PLUS,REFACCION,99,69,2,10
GALAXY PLUS-076,Caja de Baterias,GALAXY PLUS,REFACCION,330,231,2,10
GALAXY PLUS-077,Reposapies Traseros,GALAXY PLUS,REFACCION,360,252,2,10
GALAXY PLUS-078,Panel Frontal de Faro,GALAXY PLUS,REFACCION,540,378,2,10
GALAXY PLUS-082,Tubo de Asiento (Izquierda o,GALAXY PLUS,REFACCION,270,189,2,10
GALAXY PLUS-084,Tapa Decorativa,GALAXY PLUS,REFACCION,36,25,2,10
EM001101,Piso Central,GLOBAL,REFACCION,160,112,2,10
EM001103,Centro de Carga,GLOBAL,REFACCION,100,70,2,10
EM001105,Arnes,GLOBAL,REFACCION,615,431,2,10
EM001107,Arnes de Bateria,GLOBAL,REFACCION,133,93,2,10
EM005101,Piso Central,GLOBAL,REFACCION,790,553,2,10
EM005102,Goma de Piso,GLOBAL,REFACCION,5,4,2,10
EM005104,Switch de Encendido,GLOBAL,REFACCION,300,210,2,10
EM005105,Arnes,GLOBAL,REFACCION,638,446,2,10
EM005110,Soporte del Respaldo,GLOBAL,REFACCION,263,184,2,10
EM007101,Piso Central,GLOBAL,REFACCION,735,515,2,10
EM007105,Arnes,GLOBAL,REFACCION,735,515,2,10
GLOBAL-001,Cargaddor 48V/12Ah,GLOBAL,CARGADOR,450,315,2,10
GLOBAL-002,Cargador 48V/20Ah,GLOBAL,CARGADOR,480,336,2,10
GLOBAL-003,Cargador 60V/20Ah,GLOBAL,CARGADOR,500,350,2,10
GLOBAL-004,Cargador 72V/20Ah,GLOBAL,CARGADOR,600,420,2,10
GLOBAL-005,Cargador 60V/45Ah,GLOBAL,CARGADOR,800,560,2,10
GLOBAL-006,Cargador 72V/52Ah,GLOBAL,CARGADOR,850,595,2,10
GLOBAL-007,Cargador 60V/52Ah,GLOBAL,CARGADOR,900,630,2,10
GLOBAL-008,Cargador 72V/52Ah,GLOBAL,CARGADOR,950,665,2,10
GLOBAL-009,Bateria 12V/12Ah,GLOBAL,BATERIA,600,420,2,10
GLOBAL-010,Bateria 12V/20Ah,GLOBAL,BATERIA,800,560,2,10
GLOBAL-011,Bateria 12V/45.3Ah,GLOBAL,BATERIA,1500,1050,2,10
GLOBAL-012,Bateria 12V/52.3Ah,GLOBAL,BATERIA,1700,1190,2,10
GLOBAL-013,Cargador Phyton 36V/1.2Ah,PYTHON,CARGADOR,450,315,2,10
GLOBAL-014,Cargador Ricochet 36V/1.2Ah,RICOCHET,CARGADOR,450,315,2,10
GLOBAL-015,Cargador FOXY 27.6V/105Ah,FOXY,CARGADOR,420,294,2,10
GLOBAL-016,Cargador Crosskid 27.6V/105Ah,CROSSKID,CARGADOR,420,294,2,10
GLOBAL-017,Cargador Evokid 24V/Ah,EVOKID,CARGADOR,224,157,2,10
GLOBAL-018,Cargador M1 48V/13Ah,M1,CARGADOR,400,280,2,10
GLOBAL-019,Cargador M2 48V/15Ah,M2,CARGADOR,400,280,2,10
GLOBAL-020,Cargador M3-B 36V/2Ah,M3-B,CARGADOR,288,202,2,10
GLOBAL-021,Cargador M4 48V/13Ah,M4,CARGADOR,288,202,2,10
GLOBAL-022,Cargador M5 36V/2Ah,M5,CARGADOR,400,280,2,10
GLOBAL-023,Cargador S6 48V/13Ah,S6,CARGADOR,400,280,2,10
GLOBAL-024,Cable de Bateria ----------,GLOBAL,REFACCION,30,21,2,10
GLOBAL-035,Cargo (Camara Delantera),CARGO,LLANTA,160,112,2,10
GLOBAL-036,Cargo (Camara Trasera),CARGO,LLANTA,160,112,2,10
GLOBAL-037,Cargo (Llanta Delantera),CARGO,LLANTA,480,336,2,10
GLOBAL-038,Cargo (Llanta Trasera),CARGO,LLANTA,640,448,2,10
GLOBAL-039,Evotank 160 (Camara Delantera),EVOTANK 160,LLANTA,200,140,2,10
GLOBAL-040,Evotank 160 (Camara Trasera),EVOTANK 160,LLANTA,200,140,2,10
GLOBAL-041,Evotank 160 (Llanta Delantera),EVOTANK 160,LLANTA,700,490,2,10
GLOBAL-042,Evotank 160 (Llanta Trasera),EVOTANK 160,LLANTA,700,490,2,10
GLOBAL-043,Evotank 180 (Camara Delantera),EVOTANK 180,LLANTA,200,140,2,10
GLOBAL-044,Evotank 180 (Camara Trasera),EVOTANK 180,LLANTA,200,140,2,10
GLOBAL-045,Evotank 180 (Llanta Delantera),EVOTANK 180,LLANTA,700,490,2,10
GLOBAL-046,Evotank 180 (Llanta Trasera),EVOTANK 180,LLANTA,700,490,2,10
GLOBAL-047,Crosskid (Ambas),CROSSKID,LLANTA,781,547,2,10
GLOBAL-048,Crosskid Auxiliares (Ambas),CROSSKID,LLANTA,112,78,2,10
GLOBAL-049,Foxy (Llanta),FOXY,LLANTA,416,291,2,10
GLOBAL-050,Foxy (Camara de Llanta),FOXY,LLANTA,125,87,2,10
GLOBAL-051,Python (Llanta Delantera),PYTHON,LLANTA,536,375,2,10
GLOBAL-052,Python (Llanta Trasera),PYTHON,LLANTA,504,353,2,10
GLOBAL-053,Python (Camara de Llanta),PYTHON,LLANTA,144,100,2,10
GLOBAL-054,Ricochet (Llanta Delantera),RICOCHET,LLANTA,536,375,2,10
GLOBAL-055,Ricochet (Llanta Trasera),RICOCHET,LLANTA,504,353,2,10
GLOBAL-056,Evokid (Llanta Con Rin),EVOKID,LLANTA,300,210,2,10
GLOBAL-057,M1 (Llanta),M1,LLANTA,420,294,2,10
GLOBAL-058,M1 (Camara de Llanta),M1,LLANTA,120,84,2,10
GLOBAL-059,M2 (Llanta),M2,LLANTA,720,504,2,10
GLOBAL-060,M2 (Camara de Llanta),M2,LLANTA,180,126,2,10
GLOBAL-061,M3-B (Llanta),M3-B,LLANTA,192,134,2,10
GLOBAL-062,M3-B (Camara de Llanta),M3-B,LLANTA,96,67,2,10
GLOBAL-063,M4 (Llanta),M4,LLANTA,192,134,2,10
GLOBAL-064,M4 (Camara de Llanta),M4,LLANTA,96,67,2,10
GLOBAL-065,M5 (Llanta),M5,LLANTA,252,176,2,10
GLOBAL-066,M5 (Camara de Llanta),M5,LLANTA,120,84,2,10
GLOBAL-067,S6 (Llanta Delantera),S6,LLANTA,900,600,2,10
GLOBAL-068,S6 (Llanta Trasera),S6,LLANTA,780,546,2,10
EM007001,Motor,GOLF,REFACCION,3571,2500,2,10
EM007002,Barilla de Bateria,GOLF,REFACCION,85,60,2,10
EM007003,Tapa para Rin,GOLF,REFACCION,171,120,2,10
EM007004,Rin Delantero,GOLF,REFACCION,643,450,2,10
EM007005,Rin Trasero,GOLF,REFACCION,571,400,2,10
EM007006,Llanta,GOLF,REFACCION,571,400,2,10
EM007008,Balata Delantera,GOLF,REFACCION,300,210,2,10
EM007009,Valvula de Aire,GOLF,REFACCION,35,25,2,10
EM007013,Para Sistema de,GOLF,REFACCION,21,15,2,10
EM007015,Caja de Baterias,GOLF,REFACCION,85,60,2,10
EM007018,Puerto de Carga,GOLF,REFACCION,100,70,2,10
EM007019,Cable de Bateria,GOLF,REFACCION,30,21,2,10
EM007021,Espaciador,GOLF,REFACCION,10,7,2,10
EM007022,Cubierta del Cuello,GOLF,REFACCION,40,28,2,10
EM007025,Pantalla,GOLF,REFACCION,960,672,2,10
EM007026,Luz DRL,GOLF,REFACCION,800,560,2,10
EM007032,Faro de Placa,GOLF,REFACCION,150,105,2,10
EM007033,Acelerador,GOLF,REFACCION,571,400,2,10
EM007034,Mango Izquierdo,GOLF,REFACCION,50,35,2,10
EM007038,Claxón,GOLF,REFACCION,88,62,2,10
EM007039,Espejo Derecho,GOLF,REFACCION,100,70,2,10
EM007041,Tornillos,GOLF,REFACCION,5,4,2,10
EM007054,Arandela de Goma,GOLF,REFACCION,10,7,2,10
EM007059,Salpicadera Delantera,GOLF,REFACCION,457,320,2,10
EM007060,Izquierda o,GOLF,REFACCION,500,350,2,10
EM007077,Diferencial,GOLF,REFACCION,2040,1428,2,10
EM007081,Manubrio,GOLF,REFACCION,360,252,2,10
EM007082,Tubo de Dirección,GOLF,REFACCION,200,140,2,10
EM007095,Largos Con,GOLF,REFACCION,100,70,2,10
EM007096,Protector Inferior,GOLF,REFACCION,118,82,2,10
EM007097,Chasis,GOLF,REFACCION,4200,2940,2,10
EM007098,Tijera,GOLF,REFACCION,1428,1000,2,10
EM007114,Asiento Secundario,GOLF,REFACCION,368,257,2,10
EM007115,Asiento Principal,GOLF,REFACCION,605,424,2,10
EM007118,Amortiguadores,GOLF,REFACCION,223,156,2,10
EM007119,Facia Delantera,GOLF,REFACCION,2138,1496,2,10
EM007123,Chicote Delantero,GOLF,REFACCION,140,98,2,10
EM007124,Chicote Trasero,GOLF,REFACCION,170,119,2,10
EM007127,Tracero de las,GOLF,REFACCION,875,613,2,10
EM007129,Almacenamiento,GOLF,REFACCION,315,221,2,10
EM007142,Parabrisas,GOLF,REFACCION,2000,1400,2,10
EM007154,Tapa Lateral,GOLF,REFACCION,81,57,2,10
EM007157,Marco de Cristal,GOLF,REFACCION,658,460,2,10
EM007160,Cubierta de VIN,GOLF,REFACCION,30,21,2,10
EM007164,Regulador de Voltaje,GOLF,REFACCION,250,175,2,10
EM007174,Tiras de Pegamento,GOLF,REFACCION,60,42,2,10
EM007199,Asiento Infantil,GOLF,REFACCION,290,203,2,10
EM007202,Bloqueo Deslizante,GOLF,REFACCION,150,105,2,10
EM007205,Riel Deslizante,GOLF,REFACCION,220,154,2,10
EM007206,Caja de Cojinete,GOLF,REFACCION,100,70,2,10
EM007228,Soporte de Techo Frente,GOLF,REFACCION,605,424,2,10
EM007233,Protector,GOLF,REFACCION,80,56,2,10
EM007234,Vista de Asiento Central,GOLF,REFACCION,66,46,2,10
EM007238,Bocina de Advertencia,GOLF,REFACCION,88,62,2,10
EM007239,Zumbador,GOLF,REFACCION,80,56,2,10
EM006001,Motor,GOLF PLUS,REFACCION,3571,2500,2,10
EM006002,Barra de Bateria,GOLF PLUS,REFACCION,85,60,2,10
EM006003,Tapón para Rin,GOLF PLUS,REFACCION,171,120,2,10
EM006004,Rin Delantero,GOLF PLUS,REFACCION,643,450,2,10
EM006005,Rin Trasero,GOLF PLUS,REFACCION,571,400,2,10
EM006006,Llanta,GOLF PLUS,REFACCION,571,400,2,10
EM006008,Balata Delantera,GOLF PLUS,REFACCION,300,210,2,10
EM006009,Valvula de Aire,GOLF PLUS,REFACCION,35,25,2,10
EM006012,Alarma,GOLF PLUS,REFACCION,300,210,2,10
EM006013,Para Sistema de,GOLF PLUS,REFACCION,21,15,2,10
EM006015,Caja de Baterias,GOLF PLUS,REFACCION,85,60,2,10
EM006018,Puerto de Carga,GOLF PLUS,REFACCION,100,70,2,10
EM006019,Cable de Bateria,GOLF PLUS,REFACCION,30,21,2,10
EM006021,Espaciador,GOLF PLUS,REFACCION,10,7,2,10
EM006022,Cubierta del Cuello,GOLF PLUS,REFACCION,40,28,2,10
EM006025,Pantalla,GOLF PLUS,REFACCION,840,588,2,10
EM006026,Faro Principal,GOLF PLUS,REFACCION,420,294,2,10
EM006028,Direccional Derecha,GOLF PLUS,REFACCION,128,90,2,10
EM006032,Faro de Placa,GOLF PLUS,REFACCION,150,105,2,10
EM006033,Acelerador,GOLF PLUS,REFACCION,571,400,2,10
EM006034,Mango Izquierdo,GOLF PLUS,REFACCION,50,35,2,10
EM006038,Claxon,GOLF PLUS,REFACCION,88,62,2,10
EM006039,Espejo Derecho,GOLF PLUS,REFACCION,171,120,2,10
EM006040,Espejo Izquierdo,GOLF PLUS,REFACCION,171,120,2,10
EM006041,Tornillos,GOLF PLUS,REFACCION,5,4,2,10
EM006043,Goma Apoyabrazos,GOLF PLUS,REFACCION,106,74,2,10
EM006048,Tapones Laterales,GOLF PLUS,REFACCION,5,4,2,10
EM006049,Tapon Pueto USB,GOLF PLUS,REFACCION,5,4,2,10
EM006051,Caja de ECU,GOLF PLUS,REFACCION,138,96,2,10
EM006065,Abrazadera Tipo U,GOLF PLUS,REFACCION,20,14,2,10
EM006067,Tornillos Parabrisas,GOLF PLUS,REFACCION,10,7,2,10
EM006077,Diferencial,GOLF PLUS,REFACCION,2040,1428,2,10
EM006081,Manubrio,GOLF PLUS,REFACCION,360,252,2,10
EM006082,Tubo de Direccion,GOLF PLUS,REFACCION,200,140,2,10
EM006096,Protector Inferior,GOLF PLUS,REFACCION,118,82,2,10
EM006097,Chasis,GOLF PLUS,REFACCION,4200,2940,2,10
EM006098,Tijera,GOLF PLUS,REFACCION,1428,1000,2,10
EM006099,Eje Trasero Derecho,GOLF PLUS,REFACCION,1500,1050,2,10
EM006101,Piso Central,GOLF PLUS,REFACCION,1315,921,2,10
EM006102,Goma De.piso.,GOLF PLUS,REFACCION,5,4,2,10
EM006103,Puerto de Carga,GOLF PLUS,REFACCION,100,70,2,10
EM006105,Arnes,GOLF PLUS,REFACCION,640,448,2,10
EM006106,Calabera,GOLF PLUS,REFACCION,140,98,2,10
EM006107,Arnes de Bateria,GOLF PLUS,REFACCION,160,112,2,10
