codigo,nombre,modelo_aplicable,categoria,precio_publico,precio_distribuidor,stock_minimo,stock_maximo
M5-017,Tubo del Asiento,M5,REFACCION,180,126,2,10
M5-019,Parador Lateral,M5,REFACCION,180,126,2,10
M5-020,Disco de Freno,M5,REFACCION,72,50,2,10
M5-023,Batería,M5,REFACCION,2680,1876,2,10
M5-024,Motor,M5,REFACCION,1800,1260,2,10
M5-025,Rin Delantero,M5,REFACCION,360,252,2,10
M5-026,Llanta,M5,REFACCION,252,176,2,10
M5-027,Camara de Llanta,M5,REFACCION,120,84,2,10
M5-029,Pantalla,M5,REFACCION,600,420,2,10
M5-031,Interruptor de Luces,M5,REFACCION,144,101,2,10
M5-032,Luz Tipo Estándar,M5,REFACCION,240,168,2,10
M5-033,Luz Bluetooth,M5,REFACCION,360,252,2,10
M5-034,Faro Principal,M5,REFACCION,180,126,2,10
M5-035,Luces LED,M5,REFACCION,120,84,2,10
M5-036,Puerto de Carga,M5,REFACCION,24,17,2,10
M5-037,Alarma Antirrobo,M5,REFACCION,180,126,2,10
M5-038,Cargador,M5,REFACCION,400,280,2,10
M5-040,Palanca de Freno,M5,REFACCION,250,175,2,10
M5-046,Cubierta Frontal,M5,REFACCION,60,42,2,10
M5-047,Asiento,M5,REFACCION,216,151,2,10
M5-048,Empuñaduras,M5,REFACCION,60,42,2,10
M5-049,Cubierta de Cables,M5,REFACCION,12,8,2,10
M5-050,Antideslizante para,M5,REFACCION,192,134,2,10
MOPED-001,Motor,MOPED,REFACCION,2772,1940,2,10
MOPED-002,Tapa Extremo Motor,MOPED,REFACCION,400,280,2,10
MOPED-003,Circlip del Motor,MOPED,REFACCION,20,14,2,10
MOPED-004,Rin Delantero,MOPED,REFACCION,570,399,2,10
MOPED-005,Llantas,MOPED,REFACCION,500,350,2,10
MOPED-006,Estrella del Motor,MOPED,REFACCION,200,140,2,10
MOPED-007,Freno de Disco (Delantero),MOPED,REFACCION,900,630,2,10
MOPED-008,Freno de Barata (Trasero),MOPED,REFACCION,300,210,2,10
MOPED-009,Disco,MOPED,REFACCION,300,210,2,10
MOPED-012,Valvula de Aire,MOPED,REFACCION,50,35,2,10
MOPED-013,Eje Frontal,MOPED,REFACCION,175,123,2,10
MOPED-014,Reflector Delantero,MOPED,REFACCION,18,13,2,10
MOPED-015,Reflector Salpicadera,MOPED,REFACCION,28,20,2,10
MOPED-017,Alarma,MOPED,REFACCION,210,147,2,10
MOPED-018,Switch de Encendido,MOPED,REFACCION,240,168,2,10
MOPED-020,Baleros de Pedales,MOPED,REFACCION,80,56,2,10
MOPED-021,Eje de Pedales,MOPED,REFACCION,165,116,2,10
MOPED-022,Brazos para Pedales,MOPED,REFACCION,112,78,2,10
MOPED-023,Cadena,MOPED,REFACCION,99,69,2,10
MOPED-024,Espejos Retrovisores,MOPED,REFACCION,200,140,2,10
MOPED-025,Parador Lateral,MOPED,REFACCION,155,109,2,10
MOPED-026,Pedales,MOPED,REFACCION,99,69,2,10
MOPED-027,Estrella de Eje de Pedales,MOPED,REFACCION,66,46,2,10
MOPED-028,Claxon,MOPED,REFACCION,136,95,2,10
MOPED-029,Manubrio,MOPED,REFACCION,300,210,2,10
MOPED-030,Acelerador,MOPED,REFACCION,188,131,2,10
MOPED-031,Tubo de Direccion,MOPED,REFACCION,225,158,2,10
MOPED-032,Mango Izquierdo,MOPED,REFACCION,360,252,2,10
MOPED-033,Pantalla,MOPED,REFACCION,405,284,2,10
MOPED-034,Cubierto de Cable,MOPED,REFACCION,22,15,2,10
MOPED-035,Chicote Trasero,MOPED,REFACCION,148,104,2,10
MOPED-036,Cubierta de Respaldo,MOPED,REFACCION,186,130,2,10
MOPED-037,Estante de Respaldo,MOPED,REFACCION,110,77,2,10
MOPED-039,Faro,MOPED,REFACCION,330,231,2,10
MOPED-040,Direccionales Frontales,MOPED,REFACCION,70,49,2,10
MOPED-041,Direccionales Traseras,MOPED,REFACCION,65,46,2,10
MOPED-042,Amortiguador,MOPED,REFACCION,390,273,2,10
MOPED-043,Chasis,MOPED,REFACCION,2700,1890,2,10
MOPED-044,Tijera,MOPED,REFACCION,1170,819,2,10
MOPED-045,Arnes,MOPED,REFACCION,650,455,2,10
MOPED-046,Arnes de Bateria,MOPED,REFACCION,300,210,2,10
MOPED-047,Asiento,MOPED,REFACCION,640,448,2,10
MOPED-048,Calabera,MOPED,REFACCION,135,95,2,10
MOPED-049,Piso,MOPED,REFACCION,300,210,2,10
MOPED-050,Respaldo Trasero,MOPED,REFACCION,125,88,2,10
MOPED-051,Salpicadera Delantera,MOPED,REFACCION,450,315,2,10
MOPED-053,Agarradera Trasera,MOPED,REFACCION,353,247,2,10
MOPED-054,Porta Placa,MOPED,REFACCION,60,42,2,10
MOPED-055,Panel Frontal de Faro,MOPED,REFACCION,510,357,2,10
MOPED-057,Panel Izquierdo o Derecho,MOPED,REFACCION,120,84,2,10
MOPED-059,Gancho,MOPED,REFACCION,75,53,2,10
MOPED-060,Protector de Pantalla,MOPED,REFACCION,66,46,2,10
MOPED-061,Tapa de Switch,MOPED,REFACCION,75,53,2,10
MOPED-062,Tapa Cubre Numero de Serie,MOPED,REFACCION,45,32,2,10
MOPED-064,Union Trasero,MOPED,REFACCION,100,70,2,10
MOPED-065,Tapones Tapa Baterias (4),MOPED,REFACCION,15,11,2,10
MOPED-067,Guaya Cajon,MOPED,REFACCION,90,63,2,10
MOPED-068,Caja de Soporte de Baterias,MOPED,REFACCION,135,95,2,10
MOPED-069,Clip,MOPED,REFACCION,5,4,2,10
MOPED-070,Placa de Bisagra de Asiento,MOPED,REFACCION,24,17,2,10
MOPED-072,Tapones de Barras,MOPED,REFACCION,24,17,2,10
MOPED-073,Caballete,MOPED,REFACCION,240,168,2,10
MOPED-074,Tornillo de Parador Lateral,MOPED,REFACCION,12,8,2,10
MOPED-075,Resorte de Parador Lateral,MOPED,REFACCION,18,13,2,10
MOPED-076,Goma de Parador Lateral,MOPED,REFACCION,12,8,2,10
MOPED-077,Cubierta Interior Delantera,MOPED,REFACCION,396,277,2,10
MOPED-079,Aro Frontal Decorativo,MOPED,REFACCION,186,130,2,10
MOPED-080,Pasador de Asiento,MOPED,REFACCION,24,17,2,10
MOPED-081,Cubierta de Faro Trasero,MOPED,REFACCION,225,158,2,10
MOPED-084,Decorativas (Izquierda o,MOPED,REFACCION,69,48,2,10
MOPED-085,Cubierta Puerto de Carga,MOPED,REFACCION,240,168,2,10
MOPED-086,Facia,MOPED,REFACCION,105,74,2,10
MOPED-087,Facia Trasera,MOPED,REFACCION,105,74,2,10
MOPED-088,Base para Reflejante,MOPED,REFACCION,30,21,2,10
MOPED-089,Cubierta Trasera,MOPED,REFACCION,75,53,2,10
MOPED-090,Tapon de Parrilla,MOPED,REFACCION,15,11,2,10
MOPED-092,Soporte de Asiento,MOPED,REFACCION,120,84,2,10
POLAR-001,Motor,POLAR,REFACCION,2772,1940,2,10
POLAR-002,Tapa Extremo Motor,POLAR,REFACCION,400,280,2,10
POLAR-003,Circlip del Motor,POLAR,REFACCION,20,14,2,10
POLAR-004,Rin Delantero,POLAR,REFACCION,1180,826,2,10
POLAR-005,Llantas,POLAR,REFACCION,500,350,2,10
POLAR-006,Estrella del Motor,POLAR,REFACCION,200,140,2,10
POLAR-007,Freno de Disco (Delantero),POLAR,REFACCION,756,529,2,10
POLAR-008,Freno de Disco (Trasero),POLAR,REFACCION,828,580,2,10
POLAR-009,Disco,POLAR,REFACCION,300,210,2,10
POLAR-012,Valvula de Aire,POLAR,REFACCION,50,35,2,10
POLAR-013,Eje Frontal,POLAR,REFACCION,154,108,2,10
POLAR-014,Reflectores Delanteros,POLAR,REFACCION,22,15,2,10
POLAR-015,Reflectores de Fasia,POLAR,REFACCION,12,8,2,10
POLAR-017,Alarma,POLAR,REFACCION,210,147,2,10
POLAR-018,Switch de Encendido,POLAR,REFACCION,285,200,2,10
POLAR-020,Baleros de Pedales,POLAR,REFACCION,80,56,2,10
POLAR-021,Eje de Pedales,POLAR,REFACCION,165,116,2,10
POLAR-022,Brazos para Pedales,POLAR,REFACCION,166,116,2,10
POLAR-023,Cadena,POLAR,REFACCION,123,86,2,10
POLAR-024,Espejos Retrovisores,POLAR,REFACCION,200,140,2,10
POLAR-025,Parador Lateral,POLAR,REFACCION,165,116,2,10
POLAR-026,Pedales,POLAR,REFACCION,116,81,2,10
POLAR-027,Reposapies Retractiles,POLAR,REFACCION,132,92,2,10
POLAR-028,Estrella de Eje de Pedales,POLAR,REFACCION,66,46,2,10
POLAR-029,Claxon,POLAR,REFACCION,136,95,2,10
POLAR-030,Manubrio,POLAR,REFACCION,325,228,2,10
POLAR-031,Tubo de Direccion,POLAR,REFACCION,360,252,2,10
POLAR-032,Acelerador,POLAR,REFACCION,375,263,2,10
POLAR-033,Sujetador de Volante,POLAR,REFACCION,300,210,2,10
POLAR-035,Plastico para Eje Frontal,POLAR,REFACCION,4,3,2,10
POLAR-036,Pantalla,POLAR,REFACCION,330,231,2,10
POLAR-037,Cubierta de Cable,POLAR,REFACCION,22,15,2,10
POLAR-039,Separador de Batería,POLAR,REFACCION,100,70,2,10
POLAR-041,Faro,POLAR,REFACCION,420,294,2,10
POLAR-042,Direccionales,POLAR,REFACCION,121,85,2,10
POLAR-043,Amortiguador,POLAR,REFACCION,420,294,2,10
POLAR-044,Chasis,POLAR,REFACCION,5900,4130,2,10
POLAR-045,Tijera,POLAR,REFACCION,1170,819,2,10
POLAR-046,Arnes,POLAR,REFACCION,650,455,2,10
POLAR-047,Arnes de Bateria,POLAR,REFACCION,275,193,2,10
POLAR-048,Asiento Principal,POLAR,REFACCION,825,578,2,10
POLAR-049,Calabera,POLAR,REFACCION,275,193,2,10
POLAR-050,Piso,POLAR,REFACCION,240,168,2,10
POLAR-051,Barra de Bateria,POLAR,REFACCION,144,101,2,10
POLAR-052,Salpicadera Delantera,POLAR,REFACCION,240,168,2,10
POLAR-053,Salpicadera Trasera,POLAR,REFACCION,300,210,2,10
POLAR-054,Parrilla de Carga,POLAR,REFACCION,390,273,2,10
POLAR-055,Porta Placa,POLAR,REFACCION,28,20,2,10
POLAR-056,Tapa de Faro,POLAR,REFACCION,420,294,2,10
POLAR-057,Cubierta Interior Delantera,POLAR,REFACCION,660,462,2,10
POLAR-059,Reposapies,POLAR,REFACCION,176,123,2,10
POLAR-060,Gancho,POLAR,REFACCION,24,17,2,10
POLAR-061,Cubierta de Numero,POLAR,REFACCION,28,20,2,10
POLAR-062,Tapa Central Inferior,POLAR,REFACCION,150,105,2,10
POLAR-063,Tapa Agua Frente,POLAR,REFACCION,210,147,2,10
POLAR-065,Carcasa de Centro de Carga,POLAR,REFACCION,165,116,2,10
POLAR-066,Tapones para Piso (4),POLAR,REFACCION,4,3,2,10
POLAR-067,"Abrazadera Tipo ""U""",POLAR,REFACCION,44,31,2,10
POLAR-068,"Abrazadera Tipo ""U""",POLAR,REFACCION,44,31,2,10
POLAR-069,Chicote para Cajuela,POLAR,REFACCION,66,46,2,10
POLAR-070,Caja de Bateria,POLAR,REFACCION,270,189,2,10
POLAR-071,Tornillos de Agarra Volante,POLAR,REFACCION,11,8,2,10
POLAR-072,Bisagra de Asiento,POLAR,REFACCION,23,16,2,10
POLAR-073,Caballete,POLAR,REFACCION,440,308,2,10
POLAR-074,Resorte de Caballete,POLAR,REFACCION,20,14,2,10
POLAR-075,Tapon para Chasis Caballete,POLAR,REFACCION,6,4,2,10
POLAR-078,Tapa de Caja de Pila,POLAR,REFACCION,300,210,2,10
POLAR-079,Cubierta de Tapa de Faro,POLAR,REFACCION,480,336,2,10
POLAR-083,Conector Tapa Asiento,POLAR,REFACCION,80,56,2,10
POLAR-084,Tapa de Calabera Superior,POLAR,REFACCION,88,62,2,10
POLAR-085,Tapa de Calabera Inferior,POLAR,REFACCION,90,63,2,10
POLAR-086,Lodera Trasera,POLAR,REFACCION,150,105,2,10
POLAR-087,Complemento de Slider,POLAR,REFACCION,80,56,2,10
POLAR-088,Complemento de Slider 2,POLAR,REFACCION,80,56,2,10
POLAR-089,Casquillo de Escalera Media,POLAR,REFACCION,6,4,2,10
POLAR-090,Complemento de Cerradura,POLAR,REFACCION,45,32,2,10
POLAR-091,Slider,POLAR,REFACCION,480,336,2,10
PRIMAVERA-001,Motor,PRIMAVERA,REFACCION,1908,1336,2,10
PRIMAVERA-002,Tapa Externa Motor,PRIMAVERA,REFACCION,400,280,2,10
PRIMAVERA-003,Circlip del Motor,PRIMAVERA,REFACCION,20,14,2,10
PRIMAVERA-004,Llanta de Enfrente,PRIMAVERA,REFACCION,440,308,2,10
PRIMAVERA-005,Llanta Delantera,PRIMAVERA,REFACCION,480,336,2,10
PRIMAVERA-006,Llanta Trasera,PRIMAVERA,REFACCION,360,252,2,10
PRIMAVERA-007,Estrella de Motor,PRIMAVERA,REFACCION,200,140,2,10
PRIMAVERA-008,Freno de Balata (Enfrente),PRIMAVERA,REFACCION,280,196,2,10
PRIMAVERA-009,Freno de Balata (Trasero),PRIMAVERA,REFACCION,300,210,2,10
PRIMAVERA-011,Valvula de Aire,PRIMAVERA,REFACCION,50,35,2,10
PRIMAVERA-012,Eje de Llanta Delantera,PRIMAVERA,REFACCION,70,49,2,10
PRIMAVERA-013,Reflector de Salpicadera,PRIMAVERA,REFACCION,14,10,2,10
PRIMAVERA-014,Reflector de Tijera,PRIMAVERA,REFACCION,12,8,2,10
PRIMAVERA-016,Alarma,PRIMAVERA,REFACCION,210,147,2,10
PRIMAVERA-017,Switch de Encendido,PRIMAVERA,REFACCION,150,105,2,10
PRIMAVERA-019,Baleros de Pedales,PRIMAVERA,REFACCION,80,56,2,10
PRIMAVERA-020,Eje de Pedales,PRIMAVERA,REFACCION,165,116,2,10
PRIMAVERA-021,Brazos de Pedal,PRIMAVERA,REFACCION,150,105,2,10
PRIMAVERA-022,Cadena,PRIMAVERA,REFACCION,90,63,2,10
PRIMAVERA-023,Espejos Retrovisores,PRIMAVERA,REFACCION,200,140,2,10
PRIMAVERA-024,Parador Lateral,PRIMAVERA,REFACCION,145,102,2,10
PRIMAVERA-025,Pedales,PRIMAVERA,REFACCION,116,81,2,10
PRIMAVERA-026,Reposapies Retractil,PRIMAVERA,REFACCION,195,137,2,10
PRIMAVERA-027,Estrella de Eje Central,PRIMAVERA,REFACCION,60,42,2,10
PRIMAVERA-028,Claxon,PRIMAVERA,REFACCION,76,53,2,10
PRIMAVERA-029,Manubrio,PRIMAVERA,REFACCION,275,193,2,10
PRIMAVERA-030,Acelerador,PRIMAVERA,REFACCION,225,158,2,10
PRIMAVERA-031,Mango Izquierdo,PRIMAVERA,REFACCION,50,35,2,10
PRIMAVERA-032,Freno de Mano,PRIMAVERA,REFACCION,300,210,2,10
PRIMAVERA-033,Tubo de Direccion,PRIMAVERA,REFACCION,220,154,2,10
PRIMAVERA-034,Control Izquierdo,PRIMAVERA,REFACCION,63,44,2,10
PRIMAVERA-035,Plastico para Eje Frontal,PRIMAVERA,REFACCION,4,3,2,10
PRIMAVERA-036,Pantalla,PRIMAVERA,REFACCION,413,289,2,10
PRIMAVERA-037,Cubre Cables,PRIMAVERA,REFACCION,22,15,2,10
PRIMAVERA-038,Chicote de Freno (Frente),PRIMAVERA,REFACCION,108,76,2,10
PRIMAVERA-039,Chicote de Freno (Trasero),PRIMAVERA,REFACCION,148,104,2,10
PRIMAVERA-040,Proteccion para Cableados,PRIMAVERA,REFACCION,17,12,2,10
PRIMAVERA-041,Cubierta de Respaldo,PRIMAVERA,REFACCION,168,117,2,10
PRIMAVERA-042,Estante de Respaldo,PRIMAVERA,REFACCION,170,119,2,10
PRIMAVERA-043,Caballete,PRIMAVERA,REFACCION,220,154,2,10
PRIMAVERA-045,Faro,PRIMAVERA,REFACCION,330,231,2,10
PRIMAVERA-046,Amortiguadores,PRIMAVERA,REFACCION,363,254,2,10
PRIMAVERA-047,Canasta,PRIMAVERA,REFACCION,375,263,2,10
PRIMAVERA-048,Visagra de Canasta,PRIMAVERA,REFACCION,20,14,2,10
PRIMAVERA-049,Tapa de Canasta,PRIMAVERA,REFACCION,80,56,2,10
PRIMAVERA-050,Plastico de Canasta,PRIMAVERA,REFACCION,44,31,2,10
PRIMAVERA-051,Chasis,PRIMAVERA,REFACCION,3000,2100,2,10
PRIMAVERA-052,Tijera,PRIMAVERA,REFACCION,915,641,2,10
PRIMAVERA-053,Arnes,PRIMAVERA,REFACCION,375,263,2,10
PRIMAVERA-054,Arnes de Bateria,PRIMAVERA,REFACCION,225,158,2,10
PRIMAVERA-055,Asiento Principal,PRIMAVERA,REFACCION,350,245,2,10
PRIMAVERA-058,Tapa Atrasera de Foco,PRIMAVERA,REFACCION,180,126,2,10
PRIMAVERA-059,Calabera Trasera,PRIMAVERA,REFACCION,248,173,2,10
PRIMAVERA-060,Piso,PRIMAVERA,REFACCION,248,173,2,10
PRIMAVERA-061,Sillon Trasero,PRIMAVERA,REFACCION,250,175,2,10
PRIMAVERA-062,Respaldo Trasero,PRIMAVERA,REFACCION,100,70,2,10
PRIMAVERA-063,Protector Centro de Carga,PRIMAVERA,REFACCION,50,35,2,10
PRIMAVERA-064,Barra de Baterias,PRIMAVERA,REFACCION,120,84,2,10
PRIMAVERA-065,Salpicadera Atrasera,PRIMAVERA,REFACCION,333,233,2,10
PRIMAVERA-066,Soporte de Placa,PRIMAVERA,REFACCION,48,34,2,10
PRIMAVERA-067,Panel Frontal de Faro,PRIMAVERA,REFACCION,290,203,2,10
PRIMAVERA-071,Cubierta de Numero,PRIMAVERA,REFACCION,25,18,2,10
PRIMAVERA-072,Cubierta Frontal de Piso,PRIMAVERA,REFACCION,95,67,2,10
PRIMAVERA-073,Tapones de Piso,PRIMAVERA,REFACCION,2,1,2,10
PRIMAVERA-074,Caja de ECU,PRIMAVERA,REFACCION,150,105,2,10
PRIMAVERA-075,Plastico para Caja de ECU,PRIMAVERA,REFACCION,70,49,2,10
PRIMAVERA-076,Caja de Baterias,PRIMAVERA,REFACCION,156,109,2,10
PRIMAVERA-077,Protector de Amortiguadores Traseros,PRIMAVERA,REFACCION,50,35,2,10
PRIMAVERA-079,Cuerpo de Pantalla,PRIMAVERA,REFACCION,180,126,2,10
PRIMAVERA-080,Cubierta Interior Delantera,PRIMAVERA,REFACCION,153,107,2,10
PRIMAVERA-081,Cubierta de Caja de ECU,PRIMAVERA,REFACCION,83,58,2,10
PRIMAVERA-082,Salpicadera Frontal (Frente),PRIMAVERA,REFACCION,250,175,2,10
PRIMAVERA-083,Salpicadera Frontal (Contraparte),PRIMAVERA,REFACCION,305,214,2,10
RAYO-001,Motor,RAYO,REFACCION,2772,1940,2,10
RAYO-002,Tapa Extremo Motor,RAYO,REFACCION,400,280,2,10
RAYO-003,Circlip del Motor,RAYO,REFACCION,20,14,2,10
RAYO-004,Rin Delantero,RAYO,REFACCION,460,322,2,10
RAYO-005,Llantas,RAYO,REFACCION,480,336,2,10
RAYO-006,Estrella del Motor,RAYO,REFACCION,200,140,2,10
RAYO-007,Freno de Balata (Delantera),RAYO,REFACCION,277,194,2,10
RAYO-008,Freno de Balata (Trasera),RAYO,REFACCION,300,210,2,10
RAYO-010,Valvula de Aire,RAYO,REFACCION,50,35,2,10
RAYO-011,Eje de Llanta Delantera,RAYO,REFACCION,105,74,2,10
RAYO-012,Reflectores,RAYO,REFACCION,14,10,2,10
RAYO-013,Reflector de Salpicadera,RAYO,REFACCION,10,7,2,10
RAYO-015,Alarma,RAYO,REFACCION,210,147,2,10
RAYO-016,Switch de Encendido,RAYO,REFACCION,148,104,2,10
RAYO-018,Baleros de Pedales,RAYO,REFACCION,80,56,2,10
RAYO-019,Eje de Pedales,RAYO,REFACCION,165,116,2,10
RAYO-020,Brazos de Pedales,RAYO,REFACCION,90,63,2,10
RAYO-021,Cadena,RAYO,REFACCION,90,63,2,10
RAYO-022,Espejos Retrovisores,RAYO,REFACCION,200,140,2,10
RAYO-023,Parador Lateral,RAYO,REFACCION,145,102,2,10
RAYO-024,Pedales,RAYO,REFACCION,116,81,2,10
RAYO-025,Reposapies Retectiles,RAYO,REFACCION,186,130,2,10
RAYO-026,Estrella de Eje de Pedales,RAYO,REFACCION,60,42,2,10
RAYO-027,Claxon,RAYO,REFACCION,76,53,2,10
RAYO-028,Manubrio,RAYO,REFACCION,225,158,2,10
RAYO-029,Acelerador,RAYO,REFACCION,275,193,2,10
RAYO-030,Mango Izquierdo,RAYO,REFACCION,50,35,2,10
RAYO-032,Tubo de Direccion,RAYO,REFACCION,220,154,2,10
RAYO-033,Controles de Direccionales,RAYO,REFACCION,118,82,2,10
RAYO-034,Plastico para Eje Frontal,RAYO,REFACCION,6,4,2,10
RAYO-035,Pantalla,RAYO,REFACCION,420,294,2,10
RAYO-036,Cubre Cables,RAYO,REFACCION,22,15,2,10
RAYO-037,Chicote Delantero,RAYO,REFACCION,108,76,2,10
RAYO-038,Chicote Trasero,RAYO,REFACCION,148,104,2,10
RAYO-039,Cubierta de Respaldo,RAYO,REFACCION,201,141,2,10
RAYO-040,Estante de Respaldo,RAYO,REFACCION,66,46,2,10
RAYO-041,Soporte de Canasta,RAYO,REFACCION,150,105,2,10
RAYO-043,Separador de Batería,RAYO,REFACCION,100,70,2,10
RAYO-044,Faro,RAYO,REFACCION,315,221,2,10
RAYO-045,Direccionales Delanteros,RAYO,REFACCION,61,43,2,10
RAYO-046,Direccionales Traseras,RAYO,REFACCION,61,43,2,10
RAYO-047,Amortiguadores,RAYO,REFACCION,465,326,2,10
RAYO-048,Canasta,RAYO,REFACCION,300,210,2,10
RAYO-049,Caja de Tarjeta,RAYO,REFACCION,188,131,2,10
RAYO-050,Visagra de Canasta,RAYO,REFACCION,20,14,2,10
RAYO-051,Tapa de Canasta,RAYO,REFACCION,80,56,2,10
RAYO-052,Plastico de Canasta,RAYO,REFACCION,78,55,2,10
RAYO-053,Chasis,RAYO,REFACCION,3800,2660,2,10
RAYO-054,Tijera,RAYO,REFACCION,1200,840,2,10
RAYO-055,Arnes,RAYO,REFACCION,375,263,2,10
RAYO-056,Arnes de Bateria,RAYO,REFACCION,275,193,2,10
RAYO-057,Asiento Principal,RAYO,REFACCION,300,210,2,10
RAYO-058,Calabera,RAYO,REFACCION,220,154,2,10
RAYO-059,Piso,RAYO,REFACCION,240,168,2,10
RAYO-060,Reposapies Trasero,RAYO,REFACCION,240,168,2,10
RAYO-061,Sillon Trasero,RAYO,REFACCION,250,175,2,10
RAYO-062,Respaldo Trasero,RAYO,REFACCION,100,70,2,10
RAYO-063,Barras de Baterias,RAYO,REFACCION,163,114,2,10
RAYO-064,Salpicadera Delantera,RAYO,REFACCION,315,221,2,10
RAYO-065,Salpicadera Trasera,RAYO,REFACCION,513,359,2,10
RAYO-066,Panel Frontal de Faro,RAYO,REFACCION,330,231,2,10
RAYO-067,Cubierta Interior Delantera,RAYO,REFACCION,132,92,2,10
RAYO-070,Gancho,RAYO,REFACCION,5,3,2,10
RAYO-071,Tapa de Caja de ECU,RAYO,REFACCION,90,63,2,10
RAYO-072,Tapon de Plastico,RAYO,REFACCION,4,3,2,10
RAYO-073,Tapa de Manubrio,RAYO,REFACCION,64,45,2,10
RAYO-074,Caja de ECU,RAYO,REFACCION,90,63,2,10
RAYO-075,Caja de Baterias,RAYO,REFACCION,210,147,2,10
RAYO-076,Cubierta para Caja Exterior,RAYO,REFACCION,90,63,2,10
RAYO-077,Cubierta para Caja ECU,RAYO,REFACCION,40,28,2,10
RAYO-078,Plastico Cubre Calabera,RAYO,REFACCION,90,63,2,10
RAYO-080,Accesorio de Volante,RAYO,REFACCION,10,7,2,10
RAYO-081,Tapa de Pantalla,RAYO,REFACCION,60,42,2,10
RAYO-082,Cubierta para Tapa Delantera,RAYO,REFACCION,165,116,2,10
RAYO-083,Goma de Plastico,RAYO,REFACCION,18,13,2,10
RAYO-084,Cubierta para Piso Trasero,RAYO,REFACCION,30,21,2,10
RAYO PRO-001,Motor,RAYO PRO,REFACCION,2772,1940,2,10
RAYO PRO-002,Tapa Extremo Motor,RAYO PRO,REFACCION,400,280,2,10
RAYO PRO-003,Circlip del Motor,RAYO PRO,REFACCION,20,14,2,10
RAYO PRO-004,Llanta de Enfrente,RAYO PRO,REFACCION,550,385,2,10
RAYO PRO-005,Llantas,RAYO PRO,REFACCION,500,350,2,10
RAYO PRO-006,Estrella de Motor,RAYO PRO,REFACCION,200,140,2,10
RAYO PRO-007,Freno de Disco (Completo),RAYO PRO,REFACCION,900,630,2,10
RAYO PRO-008,Freno de Balata (Atras),RAYO PRO,REFACCION,300,210,2,10
RAYO PRO-009,Zapata de Freno Delantero,RAYO PRO,REFACCION,50,35,2,10
RAYO PRO-010,Zapata de Freno Trasero,RAYO PRO,REFACCION,60,42,2,10
RAYO PRO-011,Valvula de Aire,RAYO PRO,REFACCION,50,35,2,10
RAYO PRO-012,Eje de Lllanta Delantera,RAYO PRO,REFACCION,147,103,2,10
RAYO PRO-013,Reflector de Tijera,RAYO PRO,REFACCION,22,15,2,10
RAYO PRO-014,Reflector de Salpicadera,RAYO PRO,REFACCION,12,8,2,10
RAYO PRO-016,Alarma,RAYO PRO,REFACCION,280,196,2,10
RAYO PRO-017,Switch de Encendido,RAYO PRO,REFACCION,148,104,2,10
RAYO PRO-019,Baleros de Pedales,RAYO PRO,REFACCION,80,56,2,10
RAYO PRO-020,Eje de Pedales,RAYO PRO,REFACCION,165,116,2,10
RAYO PRO-021,Brazos de Pedales,RAYO PRO,REFACCION,120,84,2,10
RAYO PRO-022,Cadena,RAYO PRO,REFACCION,87,61,2,10
RAYO PRO-023,Espejos Retrovisores,RAYO PRO,REFACCION,200,140,2,10
RAYO PRO-024,Parador Lateral,RAYO PRO,REFACCION,145,102,2,10
RAYO PRO-025,Pedales,RAYO PRO,REFACCION,99,69,2,10
RAYO PRO-026,Reposapies Retractil,RAYO PRO,REFACCION,186,130,2,10
RAYO PRO-027,Estrella de Eje Central,RAYO PRO,REFACCION,60,42,2,10
RAYO PRO-028,Claxon,RAYO PRO,REFACCION,76,53,2,10
RAYO PRO-029,Manubrio,RAYO PRO,REFACCION,215,151,2,10
RAYO PRO-030,Acelerador,RAYO PRO,REFACCION,275,193,2,10
RAYO PRO-031,Mango Izquierdo,RAYO PRO,REFACCION,50,35,2,10
RAYO PRO-032,Freno de Mano,RAYO PRO,REFACCION,150,105,2,10
RAYO PRO-033,Tubo de Direccion,RAYO PRO,REFACCION,215,151,2,10
RAYO PRO-034,Controles de Direccionales,RAYO PRO,REFACCION,118,82,2,10
RAYO PRO-035,Plastico para Eje Frontal,RAYO PRO,REFACCION,4,3,2,10
RAYO PRO-036,Pantalla,RAYO PRO,REFACCION,380,266,2,10
RAYO PRO-037,Cubierto de Cable,RAYO PRO,REFACCION,22,15,2,10
RAYO PRO-038,Chicote de Freno,RAYO PRO,REFACCION,148,104,2,10
RAYO PRO-039,Cubierta de Respaldo,RAYO PRO,REFACCION,201,141,2,10
RAYO PRO-040,Estante de Respaldo,RAYO PRO,REFACCION,90,63,2,10
RAYO PRO-041,Soporte de Canasta,RAYO PRO,REFACCION,174,122,2,10
RAYO PRO-043,Faro,RAYO PRO,REFACCION,405,284,2,10
RAYO PRO-044,Direccionales (Frente),RAYO PRO,REFACCION,60,42,2,10
RAYO PRO-045,Direccionales (Atrás),RAYO PRO,REFACCION,60,42,2,10
RAYO PRO-046,Amortiguador,RAYO PRO,REFACCION,315,221,2,10
RAYO PRO-047,Canasta,RAYO PRO,REFACCION,315,221,2,10
RAYO PRO-048,Caja de Tarjeta,RAYO PRO,REFACCION,188,131,2,10
RAYO PRO-049,Visagra de Canasta,RAYO PRO,REFACCION,20,14,2,10
RAYO PRO-050,Tapa de Cesta,RAYO PRO,REFACCION,80,56,2,10
