id,modelo_id,color_id,voltaje_id,sku,precioPublico,costo,stock_leo,stock_av135,capacidad_ah
378,43,13,4,SOLARA-72V-VERDE,39199,27100,0,0,
379,43,17,4,SOLARA-72V-MORADO,39199,27100,0,0,
380,44,10,2,VMPS6-48V-12AH-ROJO,11299,7200,0,0,12
381,44,11,2,VMPS6-48V-12AH-GRIS,11299,7200,0,0,12
382,44,17,2,VMPS6-48V-12AH-MORADO,11299,7200,0,0,12
383,44,54,2,VMPS6-48V-12AH-AZUL-PASTEL,11299,7200,0,0,12
384,44,9,2,VMPS6-48V-12AH-ROSA,11299,7200,0,0,12
385,45,9,2,COLORITA-48V-ROSA,13699,9000,0,0,
386,45,13,2,COLORITA-48V-VERDE,13699,9000,0,0,
387,45,17,2,COLORITA-48V-MORADO,13699,9000,0,0,
388,45,40,2,COLORITA-48V-NARANJA,13699,9000,0,0,
389,45,52,2,COLORITA-48V-ROJO-VINO,13699,9000,0,0,
390,45,5,2,COLORITA-48V-AZUL-CELESTE,13699,9000,0,0,
391,45,44,2,COLORITA-48V-FUCSIA,13699,9000,0,0,
392,45,5,3,COLORITA-60V-AZUL-CELESTE,14299,9500,0,0,
393,45,9,3,COLORITA-60V-ROSA,14299,9500,0,0,
394,45,13,3,COLORITA-60V-VERDE,14299,9500,0,0,
395,45,17,3,COLORITA-60V-MORADO,14299,9500,0,0,
396,45,44,3,COLORITA-60V-FUCSIA,14299,9500,0,0,
397,45,52,3,COLORITA-60V-ROJO-VINO,14299,9500,0,0,
398,45,40,3,COLORITA-60V-NARANJA,14299,9500,0,0,
399,12,9,3,FAMILY-Q-PLUS-60V-ROSA-1,26399,18500,0,0,
400,12,13,3,FAMILY-Q-PLUS-60V-VERDE-1,26399,18500,0,0,
401,12,14,3,FAMILY-Q-PLUS-60V-CAF-1,26399,18500,0,0,
402,12,17,3,FAMILY-Q-PLUS-60V-MORADO-1,26399,18500,0,0,
403,12,16,3,FAMILY-Q-PLUS-60V-AZUL-1,26399,18500,0,0,
404,12,52,3,FAMILY-Q-PLUS-60V-ROJO-VINO,26399,18500,0,0,
405,12,9,3,FAMILY-Q-PLUS-60V-ROSA-2,26399,18500,0,0,
406,12,13,3,FAMILY-Q-PLUS-60V-VERDE-2,26399,18500,0,0,
407,12,14,3,FAMILY-Q-PLUS-60V-CAF-2,26399,18500,0,0,
408,12,17,3,FAMILY-Q-PLUS-60V-MORADO-2,26399,18500,0,0,
409,12,16,3,FAMILY-Q-PLUS-60V-AZUL-2,26399,18500,0,0,
410,12,52,3,FAMILY-Q-PLUS-60V-ROJO-VINO-1,26399,18500,0,0,
411,12,11,3,FAMILY-Q-PLUS-60V-GRIS-1,26399,18500,0,0,
412,12,40,3,FAMILY-Q-PLUS-60V-NARANJA,26399,18500,0,0,
413,12,51,3,FAMILY-Q-PLUS-60V-ROJO-VIVO,26399,18500,0,0,
414,12,9,3,FAMILY-Q-PLUS-60V-ROSA-3,26399,18500,0,0,
415,12,13,3,FAMILY-Q-PLUS-60V-VERDE-3,26399,18500,0,0,
416,12,14,3,FAMILY-Q-PLUS-60V-CAF-3,26399,18500,0,0,
417,12,17,3,FAMILY-Q-PLUS-60V-MORADO-3,26399,18500,0,0,
418,12,16,3,FAMILY-Q-PLUS-60V-AZUL-3,26399,18500,0,0,
419,12,52,3,FAMILY-Q-PLUS-60V-ROJO-VINO-2,26399,18500,0,0,
420,12,9,3,FAMILY-Q-PLUS-60V-ROSA-4,26399,18500,0,0,
421,12,13,3,FAMILY-Q-PLUS-60V-VERDE-4,26399,18500,0,0,
422,12,14,3,FAMILY-Q-PLUS-60V-CAF-4,26399,18500,0,0,
423,12,17,3,FAMILY-Q-PLUS-60V-MORADO-4,26399,18500,0,0,
424,12,16,3,FAMILY-Q-PLUS-60V-AZUL-4,26399,18500,0,0,
425,12,52,3,FAMILY-Q-PLUS-60V-ROJO-VINO-3,26399,18500,0,0,
426,12,11,3,FAMILY-Q-PLUS-60V-GRIS-2,26399,18500,0,0,
427,12,40,3,FAMILY-Q-PLUS-60V-NARANJA-1,26399,18500,0,0,
428,12,51,3,FAMILY-Q-PLUS-60V-ROJO-VIVO-1,26399,18500,0,0,
429,12,9,4,FAMILY-Q-PLUS-72V-ROSA-1,27099,19000,0,0,
430,12,11,4,FAMILY-Q-PLUS-72V-GRIS-1,27099,19000,0,0,
431,12,13,4,FAMILY-Q-PLUS-72V-VERDE,27099,19000,0,0,
432,12,40,4,FAMILY-Q-PLUS-72V-NARANJA,27099,19000,0,0,
433,12,9,4,FAMILY-Q-PLUS-72V-ROSA-2,27099,19000,0,0,
434,12,11,4,FAMILY-Q-PLUS-72V-GRIS-2,27099,19000,0,0,
435,12,13,4,FAMILY-Q-PLUS-72V-VERDE-1,27099,19000,0,0,
436,12,40,4,FAMILY-Q-PLUS-72V-NARANJA-1,27099,19000,0,0,
437,12,14,4,FAMILY-Q-PLUS-72V-CAF-1,27099,19000,0,0,
438,12,17,4,FAMILY-Q-PLUS-72V-MORADO-1,27099,19000,0,0,
439,12,16,4,FAMILY-Q-PLUS-72V-AZUL-1,27099,19000,0,0,
440,12,51,4,FAMILY-Q-PLUS-72V-ROJO-VIVO,27099,19000,0,0,
441,12,52,4,FAMILY-Q-PLUS-72V-ROJO-VINO,27099,19000,0,0,
442,12,9,4,FAMILY-Q-PLUS-72V-ROSA-3,27099,19000,0,0,
443,12,11,4,FAMILY-Q-PLUS-72V-GRIS-3,27099,19000,0,0,
444,12,13,4,FAMILY-Q-PLUS-72V-VERDE-2,27099,19000,0,0,
445,12,40,4,FAMILY-Q-PLUS-72V-NARANJA-2,27099,19000,0,0,
446,12,9,4,FAMILY-Q-PLUS-72V-ROSA-4,27099,19000,0,0,
447,12,11,4,FAMILY-Q-PLUS-72V-GRIS-4,27099,19000,0,0,
448,12,13,4,FAMILY-Q-PLUS-72V-VERDE-3,27099,19000,0,0,
449,12,40,4,FAMILY-Q-PLUS-72V-NARANJA-3,27099,19000,0,0,
450,12,14,4,FAMILY-Q-PLUS-72V-CAF-2,27099,19000,0,0,
451,12,17,4,FAMILY-Q-PLUS-72V-MORADO-2,27099,19000,0,0,
452,12,16,4,FAMILY-Q-PLUS-72V-AZUL-2,27099,19000,0,0,
453,12,51,4,FAMILY-Q-PLUS-72V-ROJO-VIVO-1,27099,19000,0,0,
454,12,52,4,FAMILY-Q-PLUS-72V-ROJO-VINO-1,27099,19000,0,0,
455,33,16,6,PHYTON-AZUL,13699,13699,0,0,
456,46,7,2,NUBE-48V-NEGRO,10899,7879,0,0,
457,46,10,2,NUBE-48V-ROJO,10899,7879,0,0,
458,46,16,2,NUBE-48V-AZUL,10899,7879,0,0,
459,46,13,2,NUBE-48V-VERDE,10899,7879,0,0,
460,46,40,2,NUBE-48V-NARANJA,10899,7879,0,0,
461,47,7,2,CIELO-48V-NEGRO,10899,7879,0,0,
462,47,10,2,CIELO-48V-ROJO,10899,7879,0,0,
463,47,16,2,CIELO-48V-AZUL,10899,7879,0,0,
464,47,13,2,CIELO-48V-VERDE,10899,7879,0,0,
465,47,40,2,CIELO-48V-NARANJA,10899,7879,0,0,
466,48,40,2,SCOOTER-S7-48V-13AH-NARANJA,14999,12000,0,0,13
467,49,23,3,RYDER-PRO-60V-ROJO-NEGRO,19799,14958,0,0,
468,49,7,3,RYDER-PRO-60V-NEGRO,19799,14958,0,0,
469,49,15,3,RYDER-PRO-60V-AMARILLO,19799,14958,0,0,
470,49,12,3,RYDER-PRO-60V-VERDE-MILITAR,19799,14958,0,0,
471,49,18,3,RYDER-PRO-60V-BLANCO-ROJO,19799,14958,0,0,
472,49,21,3,RYDER-PRO-60V-NEGRO-NARANJA,19799,14958,0,0,
473,49,10,3,RYDER-PRO-60V-ROJO,19799,14958,0,0,
474,49,17,3,RYDER-PRO-60V-MORADO,19799,14958,0,0,
475,49,23,4,RYDER-PRO-72V-ROJO-NEGRO,20499,15498,0,0,
476,49,7,4,RYDER-PRO-72V-NEGRO,20499,15498,0,0,
477,49,15,4,RYDER-PRO-72V-AMARILLO,20499,15498,0,0,
478,49,12,4,RYDER-PRO-72V-VERDE-MILITAR,20499,15498,0,0,
479,49,18,4,RYDER-PRO-72V-BLANCO-ROJO,20499,15498,0,0,
480,49,21,4,RYDER-PRO-72V-NEGRO-NARANJA,20499,15498,0,0,
481,49,10,4,RYDER-PRO-72V-ROJO,20499,15498,0,0,
482,49,17,4,RYDER-PRO-72V-MORADO,20499,15498,0,0,
483,50,5,3,EVOTANK-160-HIBRIDO-60V-45AH-AZUL-CELESTE,46999,37500,0,0,45
484,50,16,3,EVOTANK-160-HIBRIDO-60V-45AH-AZUL,46999,37500,0,0,45
485,50,10,3,EVOTANK-160-HIBRIDO-60V-45AH-ROJO,46999,37500,0,0,45
486,50,5,4,EVOTANK-160-HIBRIDO-72V-45AH-AZUL-CELESTE,49999,40000,0,0,45
487,50,16,4,EVOTANK-160-HIBRIDO-72V-45AH-AZUL,49999,40000,0,0,45
488,50,10,4,EVOTANK-160-HIBRIDO-72V-45AH-ROJO,49999,40000,0,0,45
489,51,5,3,EVOTANK-180-HIBRIDO-60V-45AH-AZUL-CELESTE,51999,41500,0,0,45
490,51,16,3,EVOTANK-180-HIBRIDO-60V-45AH-AZUL,51999,41500,0,0,45
491,51,10,3,EVOTANK-180-HIBRIDO-60V-45AH-ROJO,51999,41500,0,0,45
492,51,5,4,EVOTANK-180-HIBRIDO-72V-45AH-AZUL-CELESTE,55999,44500,0,0,45
493,51,16,4,EVOTANK-180-HIBRIDO-72V-45AH-AZUL,55999,44500,0,0,45
494,51,10,4,EVOTANK-180-HIBRIDO-72V-45AH-ROJO,55999,44500,0,0,45
495,19,10,3,EVOTANK-160-60V-52AH-ROJO,0,0,0,0,52
496,19,10,4,EVOTANK-160-72V-45AH-ROJO,0,0,0,0,45
497,19,10,4,EVOTANK-160-72V-52AH-ROJO,0,0,0,0,52
498,19,16,3,EVOTANK-160-60V-52AH-AZUL,0,0,0,0,52
499,19,16,4,EVOTANK-160-72V-45AH-AZUL,0,0,0,0,45
500,19,16,4,EVOTANK-160-72V-52AH-AZUL,0,0,0,0,52
501,19,5,3,EVOTANK-160-60V-52AH-AZUL-CELESTE,0,0,0,0,52
502,19,5,4,EVOTANK-160-72V-45AH-AZUL-CELESTE,0,0,0,0,45
503,19,5,4,EVOTANK-160-72V-52AH-AZUL-CELESTE,0,0,0,0,52
504,20,10,3,EVOTANK-180-60V-45AH-ROJO,0,0,0,0,45
505,20,10,3,EVOTANK-180-60V-52AH-ROJO,0,0,0,0,52
506,20,10,4,EVOTANK-180-72V-52AH-ROJO,0,0,0,0,52
507,20,16,3,EVOTANK-180-60V-45AH-AZUL,0,0,0,0,45
508,20,16,3,EVOTANK-180-60V-52AH-AZUL,0,0,0,0,52
509,20,16,4,EVOTANK-180-72V-52AH-AZUL,0,0,0,0,52
510,20,5,3,EVOTANK-180-60V-45AH-AZUL-CELESTE,0,0,0,0,45
511,20,5,3,EVOTANK-180-60V-52AH-AZUL-CELESTE,0,0,0,0,52
512,20,5,4,EVOTANK-180-72V-52AH-AZUL-CELESTE,0,0,0,0,52
513,50,10,3,EVOTANK-160-HIBRIDO-60V-52AH-ROJO,0,0,0,0,52
514,50,10,4,EVOTANK-160-HIBRIDO-72V-52AH-ROJO,0,0,0,0,52
515,50,16,3,EVOTANK-160-HIBRIDO-60V-52AH-AZUL,0,0,0,0,52
516,50,16,4,EVOTANK-160-HIBRIDO-72V-52AH-AZUL,0,0,0,0,52
517,50,5,3,EVOTANK-160-HIBRIDO-60V-52AH-AZUL-CELESTE,0,0,0,0,52
518,50,5,4,EVOTANK-160-HIBRIDO-72V-52AH-AZUL-CELESTE,0,0,0,0,52
519,51,10,3,EVOTANK-180-HIBRIDO-60V-52AH-ROJO,0,0,0,0,52
520,51,10,4,EVOTANK-180-HIBRIDO-72V-52AH-ROJO,0,0,0,0,52
521,51,16,3,EVOTANK-180-HIBRIDO-60V-52AH-AZUL,0,0,0,0,52
522,51,16,4,EVOTANK-180-HIBRIDO-72V-52AH-AZUL,0,0,0,0,52
523,51,5,3,EVOTANK-180-HIBRIDO-60V-52AH-AZUL-CELESTE,0,0,0,0,52
524,51,5,4,EVOTANK-180-HIBRIDO-72V-52AH-AZUL-CELESTE,0,0,0,0,52
525,44,10,2,VMPS6-48V-20AH-ROJO,0,0,0,0,20
526,44,11,2,VMPS6-48V-20AH-GRIS,0,0,0,0,20
527,44,17,2,VMPS6-48V-20AH-MORADO,0,0,0,0,20
528,44,54,2,VMPS6-48V-20AH-AZUL-PASTEL,0,0,0,0,20
529,44,9,2,VMPS6-48V-20AH-ROSA,0,0,0,0,20
530,48,40,2,SCOOTER-S7-48V-23P4AH-NARANJA,0,0,0,0,23.4
